Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,HE_01_CHCl3,HE_02_CHCl3,HE_03_CHCl3,HE_04_CHCl3,HE_05_CHCl3,HE_06_CHCl3,HE_07_CHCl3,HE_08_CHCl3,HE_09_CHCl3,HE_10_CHCl3,HE_11_CHCl3,HE_12_CHCl3,HE_13_CHCl3,HE_14_CHCl3,HE_15_CHCl3
376.233703,0,0,0,0,0,0,0,0,,None,377.24097946688,0,0,0,0,0,0,0,0,0,0,0,0,0,1849280.3,0,0,0
376.278582333333,19,40,6,0,1,0,0,0,CHO,Protein,377.285858800213,-0.0396140302003202,0,0,0,0,2109136.5,0,0,0,5225550.5,0,3684280,3204227.5,2278349.5,0,2810675.3,0
376.278793,0,0,0,0,0,0,0,0,,None,377.28606946688,0,0,0,0,0,0,0,0,4296551.5,0,0,0,0,0,0,0,0
376.290041,0,0,0,0,0,0,0,0,,None,377.29731746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803575.9,0
376.305484,0,0,0,0,0,0,0,0,,None,377.31276046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8989068
376.306966533333,0,0,0,0,0,0,0,0,,None,377.314243000213,0,0,6010889,2981632.5,3193905.3,17922266,13097153,9510785,30433138,25733208,32906884,48073668,37119632,20064982,32749920,123478336,211167632
376.309515,0,0,0,0,0,0,0,0,,None,377.31679146688,0,0,0,0,0,0,0,0,1578867.8,0,0,0,0,0,0,0,0
376.3300595,0,0,0,0,0,0,0,0,,None,377.33733596688,0,0,0,0,0,0,0,0,1849724,2014303.9,0,0,0,0,0,0,0
377.030286666667,20,10,8,0,0,0,0,0,CHO,ConHC,378.037563133547,0.0110154485110905,1,1476571.5,1689036.5,0,0,0,0,0,0,1723312.3,0,0,0,0,0,0
377.16019,0,0,0,0,0,0,0,0,,None,378.16746646688,0,0,0,1351409.1,0,0,0,0,0,0,0,0,0,0,0,0,0
377.16065,20,26,7,0,0,0,0,0,CHO,Lignin,378.16792646688,-0.193769949726823,1,1540609.4,0,0,3040279.3,1837854.5,0,0,0,1811942.1,2284292,1822177.1,0,0,1591966.6,0
377.19679975,0,0,0,0,0,0,0,0,,None,378.20407621688,0,0,0,0,0,2885156.8,0,1488491.6,0,0,0,2551569.5,0,1512671.8,0,0,0
377.1970995,0,0,0,0,0,0,0,0,,None,378.20437596688,0,0,1762059.9,0,0,0,0,0,1447385.5,0,1613557.3,0,1745391.5,0,0,0,0
377.233389,22,34,5,0,0,0,0,0,CHO,Lipid,378.24066546688,-0.109097153615673,1,0,3780613.8,2675515.5,0,0,0,0,0,0,2769183.3,1938941.8,0,0,0,0
377.233602,0,0,0,0,0,0,0,0,,None,378.24087846688,0,1,0,0,0,0,0,0,1937128.1,0,0,0,0,0,0,0,0
377.246193,19,39,5,0,0,0,1,0,CHOP,Lipid,378.25346946688,0.109465010315705,1,1775386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377.2464975,0,0,0,0,0,0,0,0,,None,378.25377396688,0,1,0,0,0,7115319,2138689.8,1839992.8,10039533,4485525,6264841.5,22322468,6836227,4279278.5,5865116.5,21967554,44108612
377.282870461538,0,0,0,0,0,0,0,0,,None,378.290146928418,0,0,2331428.8,0,0,8845892,4823632.5,3006082.3,5620988,3860385.5,7001112.5,6700338,7091217.5,4719609.5,7090857,14379729,33975124
377.299071,0,0,0,0,0,0,0,0,,None,378.30634746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9601752,13445980
377.3006528,0,0,0,0,0,0,0,0,,None,378.30792926688,0,0,7872810,3600920.8,4504911,25594444,18149976,14504071,41140484,35248552,47882272,74657080,52996120,32148478,45742768,196354784,325725024
377.3061856,24,42,3,0,0,0,0,0,CHO,Lipid,378.31346206688,-0.176711607524543,1,0,0,0,0,0,0,7945477.5,8466857,5776418.5,0,5867546.5,0,7379633,0,0
377.306539,0,0,0,0,0,0,0,0,,None,378.31381546688,0,0,0,0,0,0,0,0,0,0,0,3888442.8,0,3442176.8,0,0,0
377.3102777,0,0,0,0,0,0,0,0,,None,378.31755416688,0,0,0,0,0,2440782.8,1455707.8,0,3000583.3,3110314.8,3791396,0,3969564.3,1687041.8,3442354.3,7975644.5,12974945
377.310716,0,0,0,0,0,0,0,0,,None,378.31799246688,0,1,0,0,0,0,0,0,0,0,0,3637564.5,0,0,0,0,0
377.31911,0,0,0,0,0,0,0,0,,None,378.32638646688,0,0,0,0,0,1442897.9,0,0,0,0,0,0,0,0,0,2439904,0
377.342987,0,0,0,0,0,0,0,0,,None,378.35026346688,0,0,0,0,0,0,0,0,1571348.3,0,0,0,0,0,0,0,0
378.2499175,0,0,0,0,0,0,0,0,,None,379.25719396688,0,0,0,0,0,0,0,0,2176898.3,0,1432231,4174494,1674383.1,0,0,4189792.3,7860500
378.28601825,19,41,6,1,0,0,0,0,CHON,Protein,379.29329471688,0.246081386933957,1,0,0,0,1949111.8,0,0,0,0,1538485.9,0,1708957.3,0,0,3261551.3,0
378.286349666667,0,0,0,0,0,0,0,0,,None,379.293626133547,0,1,0,0,0,0,1738730.9,0,0,0,0,2194859.8,0,0,0,0,5887269
378.303955923077,0,0,0,0,0,0,0,0,,None,379.311232389957,0,0,1863242.8,0,0,5973950.5,3005938.3,3185039.5,8383128,7787259,9380285,13737650,10236324,5474090.5,8195074,26727542,44944684
378.309109,0,0,0,0,0,0,0,0,,None,379.31638546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131972,0,0
378.309524666667,23,42,3,0,1,0,0,0,CHO,Lipid,379.316801133547,-0.134666449220279,0,0,0,0,0,0,0,1706906.4,2512637,0,0,0,0,0,0,1990703.4
379.0459012,20,12,8,0,0,0,0,0,CHO,ConHC,380.05317766688,0.104446225757831,1,3031838.5,2640899.5,1529926,1580496.6,0,0,0,0,1646317,0,0,0,0,0,0
379.046195,20,12,8,0,0,0,0,0,CHO,ConHC,380.05347146688,-0.668602970611538,2,0,0,0,0,0,0,0,0,0,0,1537480.1,0,0,0,0
379.13975275,19,24,8,0,0,0,0,0,CHO,Lignin,380.14702921688,0.232884418759944,2,0,0,0,1542899.4,0,0,0,0,0,1521388.9,1780972.9,0,0,0,1539757.1
379.175966,0,0,0,0,0,0,0,0,,None,380.18324246688,0,1,0,0,0,2694912.8,0,0,0,0,0,0,0,1535279.1,0,0,0
379.176288,20,28,7,0,0,0,0,0,CHO,Lignin,380.18356446688,-0.161010063972095,1,1786691.4,0,0,0,1659734.1,1597814.1,1450488.5,0,2318626,3316730.8,0,0,0,2586591.5,0
379.176585,0,0,0,0,0,0,0,0,,None,380.18386146688,0,1,0,0,0,0,0,0,0,0,0,0,1875707.4,0,0,0,0
379.2124458,0,0,0,0,0,0,0,0,,None,380.21972226688,0,0,1736013.6,0,0,0,0,1474943.6,1473031.1,0,0,0,1563145.4,0,0,2122734.5,0
379.212811,0,0,0,0,0,0,0,0,,None,380.22008746688,0,1,0,0,0,1873166.3,0,0,0,0,2096945,3097864.5,0,0,0,0,2202830.8
379.24349175,0,0,0,0,0,0,0,0,,None,380.25076821688,0,0,0,0,0,2556185.5,0,0,2976275.8,1745465.5,2443581.5,6067220,2399509.5,0,0,5725691.5,12244701
379.24372,0,0,0,0,0,0,0,0,,None,380.25099646688,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2213184.3,0,0
379.2490495,22,36,5,0,0,0,0,0,CHO,Lipid,380.25632596688,-0.135962971562841,1,0,0,0,0,0,0,0,0,0,2377366,0,0,0,0,1509727.3
379.26204825,0,0,0,0,0,0,0,0,,None,380.26932471688,0,0,1305691.8,0,0,1977632.5,0,0,0,0,0,2217755,0,0,0,1984387,0
379.262284,0,0,0,0,0,0,0,0,,None,380.26956046688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122405.3
379.280028875,0,0,0,0,0,0,0,0,,None,380.28730534188,0,1,0,0,0,2691879,0,0,2017826.5,0,2879308.5,2451489.8,1857315.9,1573966.3,0,5227018.5,9791213
379.280345,0,0,0,0,0,0,0,0,,None,380.28762146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977420.6,0,0
379.285483,23,40,4,0,0,0,0,0,CHO,Lipid,380.29275946688,-0.262151927776186,1,0,0,0,1533737.1,0,0,2453028.5,1486919.6,0,0,2611238,0,3054926.5,0,0
379.28578025,0,0,0,0,0,0,0,0,,None,380.29305671688,0,0,0,0,0,0,0,0,0,0,0,2776611.8,0,1917008,0,2262797,4658416
379.307497,0,0,0,0,0,0,0,0,,None,380.31477346688,0,0,0,0,0,0,0,0,0,0,0,1473324,0,0,0,2632981.8,4309754
379.321803083333,24,44,3,0,0,0,0,0,CHO,Lipid,380.329079550213,-0.0901101574558582,1,0,0,0,2499382.5,2775953.5,1615260.5,7029811.5,5551188,7721821.5,5586993.5,6737716.5,3821658.8,6633818.5,6566427.5,10069761
379.358177583333,25,48,2,0,0,0,0,0,CHO,Lipid,380.365454050213,-0.0611654214840973,1,1707382.9,0,0,1915204,2516896.3,1537958.1,0,3775584.3,4454252.5,3233343.3,4559682.5,2962277.8,4035943,3092522.8,3987217.3
379.358412,0,0,0,0,0,0,0,0,,None,380.36568846688,0,0,0,0,0,0,0,0,4557890,0,0,0,0,0,0,0,0
380.246896,0,0,0,0,0,0,0,0,,None,381.25417246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152101.8
380.247425,0,0,0,0,0,0,0,0,,None,381.25470146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680539.3,0
380.283465,0,0,0,0,0,0,0,0,,None,381.29074146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911990.4
380.325178666667,23,44,3,0,1,0,0,0,CHO,Lipid,381.332455133547,-0.144275804354487,0,0,0,0,0,0,0,2269640.8,1483688.9,1599732.5,0,2146492.5,0,1997998.5,0,1996233.4
380.361582,24,48,2,0,1,0,0,0,CHO,Lipid,381.36885846688,-0.191006891112968,0,0,0,0,0,0,0,1525207.5,0,0,0,0,0,0,0,0
381.025294,19,10,9,0,0,0,0,0,CHO,ConHC,382.03257046688,-0.231778614996692,1,1408586.1,0,0,0,0,0,0,0,2162702.8,1504433.8,2155981,0,0,0,0
381.061617666667,20,14,8,0,0,0,0,0,CHO,ConHC,382.068894133547,-0.0699019132826846,1,1881428.1,0,0,0,0,0,0,0,2184733.3,0,0,0,0,1414380.9,0
381.1552625,0,0,0,0,0,0,0,0,,None,382.16253896688,0,1,0,0,0,0,0,0,0,0,0,0,2049535.6,0,0,1495059.8,0
381.155539,19,26,8,0,0,0,0,0,CHO,Lignin,382.16281546688,-0.124699416217776,1,0,0,0,1894106.3,0,0,0,0,0,0,0,0,0,0,0
381.155875,0,0,0,0,0,0,0,0,,None,382.16315146688,0,2,0,0,0,0,0,0,0,0,1390147.1,0,0,0,0,0,0
381.156106,0,0,0,0,0,0,0,0,,None,382.16338246688,0,1,0,0,0,0,0,0,0,0,0,2002659,0,0,0,0,0
381.191881,20,30,7,0,0,0,0,0,CHO,Protein,382.19915746688,-0.0108560678143454,1,2031992.3,1487707.5,1359282.3,2246119.5,1542281.1,0,1586983.1,0,2602065.5,0,0,1993353.6,1733588.1,3054371,0
381.1921615,0,0,0,0,0,0,0,0,,None,382.19943796688,0,1,0,0,0,0,0,0,0,0,0,5226224.5,2311694,0,0,0,0
381.227846,0,0,0,0,0,0,0,0,,None,382.23512246688,0,0,0,0,0,0,0,0,0,0,0,0,0,1600660.4,0,0,0
381.22817425,21,34,6,0,0,0,0,0,CHO,Lipid,382.23545071688,0.230504836329829,1,1417858.3,0,1958332.8,1651701,0,0,0,0,0,0,0,0,0,0,1522784.5
381.228585,0,0,0,0,0,0,0,0,,None,382.23586146688,0,1,0,0,0,0,0,0,0,0,0,2787070.3,0,0,0,1730098.1,0
381.248268,0,0,0,0,0,0,0,0,,None,382.25554446688,0,1,0,0,0,0,0,0,0,1608930.8,0,0,0,0,0,0,0
381.2641975,0,0,0,0,0,0,0,0,,None,382.27147396688,0,0,0,0,0,0,0,0,0,0,0,0,1729833.9,0,0,1722688.9,0
381.26467375,22,38,5,0,0,0,0,0,CHO,Lipid,382.27195021688,-0.067717707298804,1,0,0,0,1754114.4,1530534.6,1513119,1932868.5,1488104.4,1950830.8,0,0,1440927.4,1414380.8,0,0
381.2649705,0,0,0,0,0,0,0,0,,None,382.27224696688,0,1,0,0,0,0,0,0,0,0,0,3171084,0,0,0,0,2550897
381.277305,0,0,0,0,0,0,0,0,,None,382.28458146688,0,1,0,0,0,0,0,0,0,0,0,1579792.5,0,0,0,0,0
381.277669333333,0,0,0,0,0,0,0,0,,None,382.284945800213,0,0,0,0,0,2045959.1,0,0,0,1545964.9,0,0,0,0,0,1432006.5,0
381.283743888889,0,0,0,0,0,0,0,0,,None,382.291020355769,0,0,0,0,0,0,1617070.4,0,12595020,4085486.8,0,9313043,7007793.5,9197733,3616243.3,7612745,7987833.5
381.292339,0,0,0,0,0,0,0,0,,None,382.29961546688,0,0,0,0,0,0,0,0,0,3305201.8,0,0,6049332.5,0,2396662.3,0,0
381.299436,0,0,0,0,0,0,0,0,,None,382.30671246688,0,0,0,0,0,0,0,0,0,0,13035133,0,0,0,0,0,0
381.301036133333,23,42,4,0,0,0,0,0,CHO,Lipid,382.308312600213,-0.00722875600038281,1,3111318.5,1620089.9,1520593.8,27861008,132032696,30069928,1065166656,340008704,295577216,778253056,599076416,758063296,272965632,647440704,695284352
381.309807166667,0,0,0,0,0,0,0,0,,None,382.317083633547,0,0,0,0,0,0,1718456.9,0,0,2972407.8,0,7729948.5,0,0,2729980.3,6523220,7266949
381.320039857143,0,0,0,0,0,0,0,0,,None,382.327316324023,0,0,0,0,0,0,0,0,9062235,0,7583365,6381344.5,0,5513392,6707199.5,6471000,10885770
381.320268,0,0,0,0,0,0,0,0,,None,382.32754446688,0,0,0,0,0,1876502.8,0,0,0,0,0,0,0,0,0,0,0
381.328573,0,0,0,0,0,0,0,0,,None,382.33584946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081602.5,0,0
381.3357305,0,0,0,0,0,0,0,0,,None,382.34300696688,0,0,0,0,0,0,14903491,0,0,19685120,0,0,0,0,0,0,0
381.337354266667,24,46,3,0,0,0,0,0,CHO,Lipid,382.344630733547,0.168981981534744,1,47340960,23401604,19923420,159555616,371599552,78828720,788080512,412425984,736831104,574042944,764882496,514924736,560013312,585181504,1028469376
381.346033444444,0,0,0,0,0,0,0,0,,None,382.353309911324,0,1,0,0,0,1653024.3,3767495.5,0,7898981.5,3400452,7104143,0,7861833.5,0,5420040.5,5501283,10060437
381.354241,0,0,0,0,0,0,0,0,,None,382.36151746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461259.1,0,0
381.356572,0,0,0,0,0,0,0,0,,None,382.36384846688,0,0,0,0,0,0,0,0,0,1952007.6,0,0,0,0,0,0,0
381.372227666667,0,0,0,0,0,0,0,0,,None,382.379504133547,0,0,0,0,0,0,12134610,0,11511664,0,0,12694324,11759188,10363072,0,9582958,0
381.373830466667,25,50,2,0,0,0,0,0,CHO,Lipid,382.381106933547,-0.0682155738621839,1,39640492,17773710,24822246,123805736,268118224,77616312,233645936,144940816,138847904,342045504,287714912,214442176,133963792,186919280,153334432
381.382542333333,0,0,0,0,0,0,0,0,,None,382.389818800213,0,0,0,0,0,0,0,0,0,0,1583261.9,0,0,1773762.6,0,1714033.9,0
381.391331,0,0,0,0,0,0,0,0,,None,382.39860746688,0,0,0,0,0,0,0,0,0,0,0,1575227.4,0,0,0,0,0
382.302862333333,0,0,0,0,0,0,0,0,,None,383.310138800213,0,0,0,0,0,0,0,0,8268008,0,0,5448849.5,0,0,0,0,5473344
382.304458916667,22,42,4,0,1,0,0,0,CHO,Lipid,383.311735383547,-0.184469037039216,0,0,0,0,7047552,24582730,7509427,224930032,69820488,58009612,137344144,103264192,120267224,53100876,110308080,126891072
382.313227,0,0,0,0,0,0,0,0,,None,383.32050346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686084.5
382.331934,0,0,0,0,0,0,0,0,,None,383.33921046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606908,0
382.332248,0,0,0,0,0,0,0,0,,None,383.33952446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657942.6,0,0
382.3391162,0,0,0,0,0,0,0,0,,None,383.34639266688,0,0,0,0,0,0,3484248.5,0,6056182.5,0,8325147,0,5427145.5,0,0,0,8705104
382.3408026,23,46,3,0,1,0,0,0,CHO,Lipid,383.34807906688,-0.0753523536336211,0,12697268,6268315,5207807,33456526,61532760,20272572,144713968,85909592,160114720,92222624,140128208,70803936,115679576,92728064,210449488
382.349445,0,0,0,0,0,0,0,0,,None,383.35672146688,0,0,0,0,0,0,0,0,0,1419353.9,0,0,0,0,0,0,0
382.377224066667,24,50,2,0,1,0,0,0,CHO,Lipid,383.384500533547,-0.169142327541083,0,9858749,4499365,5780233.5,28434842,46918248,20542918,40225032,30490724,30623786,52245676,46157784,30458348,24674662,29829902,25707616
383.0405675,0,0,0,0,0,0,0,0,,None,384.04784396688,0,0,0,1503068.6,0,0,0,0,1455889.9,0,0,0,0,0,0,0,0
383.0408245,19,12,9,0,0,0,0,0,CHO,ConHC,384.04810096688,0.0807638937208902,1,4734833,0,0,0,0,0,0,0,2264368,0,0,0,0,0,0
383.077124,0,0,0,0,0,0,0,0,,None,384.08440046688,0,1,2145659,0,0,0,0,0,0,0,1510974.4,0,1585893.1,0,0,0,0
383.113759,21,20,7,0,0,0,0,0,CHO,Lignin,384.12103546688,-0.344865726766751,1,0,0,0,0,0,0,0,0,1435468.8,0,0,0,0,0,0
383.1710232,0,0,0,0,0,0,0,0,,None,384.17829966688,0,1,1638548.3,0,0,1414332.6,0,0,0,0,0,2441686.8,1746057.1,0,0,2072152.4,0
383.207474833333,20,32,7,0,0,0,0,0,CHO,Protein,384.214751300213,0.135553584066856,2,2800542,0,0,2040522,1732533.8,1982626.6,0,0,0,0,0,0,1928831.1,0,1504718.8
383.207739428571,0,0,0,0,0,0,0,0,,None,384.215015895451,0,1,0,1941130.9,0,0,0,0,2165077.5,1492862.5,3403121.8,6454756.5,2966807.3,0,0,2568295.5,0
383.220848,0,0,0,0,0,0,0,0,,None,384.22812446688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1474669.1,0
383.226245,21,36,4,0,0,1,0,0,CHOS,Lipid,384.23352146688,-0.237180971789772,1,1312931.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.243971666667,21,36,6,0,0,0,0,0,CHO,Lipid,384.251248133547,-0.154183875543659,1,1796007.8,0,0,1729239.3,0,0,0,0,0,2961906.3,0,0,0,0,0
383.244317,0,0,0,0,0,0,0,0,,None,384.25159346688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046686.8
383.280385923077,22,40,5,0,0,0,0,0,CHO,Lipid,384.287662389957,-0.228983299397451,1,6026161.5,1543582.9,1571343.1,21013220,17341394,6077110,13251187,6932887.5,15022478,0,43077940,25830138,24228504,46877828,0
383.2806,0,0,0,0,0,0,0,0,,None,384.28787646688,0,1,0,0,0,0,0,0,0,0,0,82851328,0,0,0,0,96908784
383.299150666667,0,0,0,0,0,0,0,0,,None,384.306427133547,0,0,0,0,0,2435307.5,0,0,0,0,0,0,0,6370047,4849310.5,0,0
383.306055,0,0,0,0,0,0,0,0,,None,384.31333146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630368.6,0,0
383.3078825,0,0,0,0,0,0,0,0,,None,384.31515896688,0,0,0,0,0,0,0,0,11901566,6509984.5,0,0,0,0,0,0,0
383.3083905,0,0,0,0,0,0,0,0,,None,384.31566696688,0,1,0,0,0,0,0,0,0,0,0,0,0,4889346,1984161.4,0,0
383.315102333333,0,0,0,0,0,0,0,0,,None,384.322378800213,0,0,0,0,0,0,16149473,0,11233921,0,9243036,12695053,18624832,0,0,13675668,0
383.316693266667,23,44,4,0,0,0,0,0,CHO,Lipid,384.323969733547,-0.0255845263777963,1,44752828,20633256,19022874,187245296,366881760,62428864,200485504,76374432,161655200,252065296,454897984,561193728,399450784,347679904,724514304
383.325507666667,0,0,0,0,0,0,0,0,,None,384.332784133547,0,0,0,0,0,0,0,0,0,0,0,1564432.6,0,0,2931367.3,2730648.5,0
383.333544,0,0,0,0,0,0,0,0,,None,384.34082046688,0,0,0,0,0,0,0,0,0,0,0,0,0,8889098,0,0,0
383.335272846154,24,48,1,0,0,1,0,0,CHOS,Lipid,384.342549313034,0.0976729386544107,1,9416640,2308270,2852383,30286584,66907112,15165125,57240200,35652012,56175012,44742164,65958216,66593544,33075882,0,0
383.3440646,0,0,0,0,0,0,0,0,,None,384.35134106688,0,0,0,2212528.5,2171425.8,0,0,0,44354188,0,0,0,0,52265740,23569070,0,0
383.352768461538,0,0,0,0,0,0,0,0,,None,384.360044928418,0,0,797777856,0,0,2446664448,5573520384,1268061952,4776602112,2908037632,4419037696,3819255296,5523190272,5775893504,2688885504,3618974976,4106565120
383.35308,24,48,3,0,0,0,0,0,CHO,Lipid,384.36035646688,-0.0287745075496704,1,0,241538736,227873824,0,0,0,0,0,0,0,0,0,0,0,0
383.361545,0,0,0,0,0,0,0,0,,None,384.36882146688,0,1,0,0,0,23499522,56421364,11341516,47442580,25067956,43411888,37148192,55865684,58237712,25109172,35409064,39245332
383.361821,0,0,0,0,0,0,0,0,,None,384.36909746688,0,0,6213575.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383.362123,0,0,0,0,0,0,0,0,,None,384.36939946688,0,0,0,2420405.5,0,0,0,0,0,0,0,0,0,0,0,0,0
383.370220166667,0,0,0,0,0,0,0,0,,None,384.377496633547,0,0,0,0,0,0,16149495,0,13003415,0,11889073,0,15954261,16708372,7152310.5,0,0
383.380420142857,0,0,0,0,0,0,0,0,,None,384.387696609737,0,0,0,0,0,3406601,4897787,0,0,4362681.5,3397045.5,0,4808025.5,2924823.5,0,3509423.3,0
383.380655,0,0,0,0,0,0,0,0,,None,384.38793146688,0,0,0,0,0,0,0,2804432.8,3900059.3,0,0,5854757,0,0,0,0,0
383.38091,0,0,0,0,0,0,0,0,,None,384.38818646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2756634.8
384.04428,18,12,9,0,1,0,0,0,CHO,ConHC,385.05155646688,-0.180871830991675,1,0,0,0,0,0,0,0,0,1518264.6,0,0,0,0,0,0
384.211154,0,0,0,0,0,0,0,0,,None,385.21843046688,0,0,0,0,0,0,0,0,0,0,0,1567067.9,0,0,0,0,0
384.217968,23,31,4,1,0,0,0,0,CHON,Lignin,385.22524446688,0.166193210076754,1,0,0,0,2998330,0,0,0,0,0,0,0,0,0,0,0
384.283735454545,21,40,5,0,1,0,0,0,CHO,Lipid,385.291011921425,-0.214614727322367,0,0,0,0,5375058,4688228.5,0,3812359.5,1977581.8,3243285.5,16525175,10119858,6665253,5783532,9786918,18057124
384.302213,0,0,0,0,0,0,0,0,,None,385.30948946688,0,0,0,0,0,0,0,0,0,0,0,0,1596344.9,0,0,0,0
384.302735,0,0,0,0,0,0,0,0,,None,385.31001146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449458.3,0,0
384.320057733333,22,44,4,0,1,0,0,0,CHO,Lipid,385.327334200213,-0.0505067035015174,0,12251334,5041085,4615484.5,38855776,65465716,15517642,36072472,18666234,35515172,39286660,78279360,85074992,79291384,53890612,137607088
384.338736875,23,48,1,0,1,1,0,0,CHOS,Lipid,385.34601334188,-0.185939850230859,0,2829515.3,0,0,0,16682362,2682319.3,15481886,0,12266283,10897292,0,0,7095294.5,0,12013499
384.3472585,0,0,0,0,0,0,0,0,,None,385.35453496688,0,0,2093517.6,0,0,0,0,2570193.8,0,0,0,0,0,0,0,0,0
384.347557,0,0,0,0,0,0,0,0,,None,385.35483346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5694465.5,0,0
384.354662,0,0,0,0,0,0,0,0,,None,385.36193846688,0,0,0,0,0,26190956,0,0,0,34022152,0,0,0,0,0,0,0
384.356358466667,23,48,3,0,1,0,0,0,CHO,Lipid,385.363634933547,0.169479804240448,0,190980304,52189128,57414984,610215040,1444228480,298719200,1241328640,715989760,1129917184,961099648,1436889856,1502422016,635249664,934882880,1053898688
384.365200333333,0,0,0,0,0,0,0,0,,None,385.372476800213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507527.5,9827912,11063238
384.3739355,0,0,0,0,0,0,0,0,,None,385.38121196688,0,0,0,0,0,1385586.8,4722056.5,0,3632171.8,2415884.8,3511096.8,3087768.8,4519636,5412928,2334730.5,2949707.8,0
384.52327,0,0,0,0,0,0,0,0,,None,385.53054646688,0,0,0,0,0,1455272.9,0,0,0,0,0,0,0,0,0,0,0
385.056484,19,14,9,0,0,0,0,0,CHO,ConHC,386.06376046688,0.0559011807929633,1,1721735.6,0,0,0,0,0,0,0,1731135.9,0,0,0,0,0,0
385.071632,0,0,0,0,0,0,0,0,,None,386.07890846688,0,0,0,0,0,0,1774750,0,0,0,0,0,0,0,0,0,0
385.092758,0,0,0,0,0,0,0,0,,None,386.10003446688,0,1,1682833.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385.0930215,13,26,5,2,0,3,0,0,CHONS,Protein,386.10029796688,0.222891876860308,1,0,0,0,0,0,0,1654605.4,0,1688398,0,0,0,0,0,0
385.1291255,0,0,0,0,0,0,0,0,,None,386.13640196688,0,1,0,0,0,0,0,0,1635931.9,0,0,0,0,0,0,1560197.3,0
385.1293485,21,22,7,0,0,0,0,0,CHO,Lignin,386.13662496688,-0.186219009952194,1,1302170.6,0,0,0,0,0,0,0,0,1470130.8,0,0,0,0,0
385.150637,0,0,0,0,0,0,0,0,,None,386.15791346688,0,1,0,0,0,0,0,0,0,0,0,2099898.8,0,0,0,0,0
385.165846,15,34,3,2,0,3,0,0,CHONS,Lipid,386.17312246688,0.0843435707087851,1,0,0,0,0,0,0,0,0,0,0,1467648.1,0,0,0,0
385.186607,0,0,0,0,0,0,0,0,,None,386.19388346688,0,1,1716649.6,0,0,0,0,0,1543795,0,0,0,0,0,0,0,0
385.186950666667,0,0,0,0,0,0,0,0,,None,386.194227133547,0,0,0,0,0,0,0,0,0,0,1985138,0,2143752,0,0,1766557.3,0
385.1872,0,0,0,0,0,0,0,0,,None,386.19447646688,0,2,0,0,0,0,0,0,0,0,0,2797768.3,0,0,0,0,0
385.20206125,23,30,5,0,0,0,0,0,CHO,Lignin,386.20933771688,-0.035326385747581,1,1443501.5,0,0,1449374.8,0,0,0,0,1485431.9,0,0,0,0,1621155.6,0
385.202273,0,0,0,0,0,0,0,0,,None,386.20954946688,0,1,0,0,0,0,0,0,1676153.3,0,0,0,0,0,0,0,0
385.223154125,20,34,7,0,0,0,0,0,CHO,Protein,386.23043059188,0.0591724995801552,1,2482099,0,1624642.3,2456998.5,2604250.3,0,0,1889838.6,0,6491350,0,0,1381290,0,2235190.3
385.2234435,0,0,0,0,0,0,0,0,,None,386.23071996688,0,1,0,0,0,0,0,0,0,0,0,0,2268694,0,0,2660012.5,0
385.238289,0,0,0,0,0,0,0,0,,None,386.24556546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360175.1,0,0
385.259435,0,0,0,0,0,0,0,0,,None,386.26671146688,0,0,0,0,0,5166515.5,0,1494468.4,0,0,0,0,0,0,1673270.3,0,0
385.25972775,0,0,0,0,0,0,0,0,,None,386.26700421688,0,0,1711036.5,0,0,0,2501352.8,0,0,0,0,5027043.5,0,0,0,0,2934085.8
385.278281,22,42,3,0,0,1,0,0,CHOS,Lipid,386.28555746688,-0.237032884743329,1,0,0,0,0,0,0,0,0,0,0,0,0,1688892.6,0,0
