Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,LC_01_H2O,LC_02_H2O,Bog_01_H2O,Bog_02_H2O,Bog_03_H2O,Bog_04_H2O,Bog_05_H2O,Bog_06_H2O,Bog_07_H2O,Bog_08_H2O,Bog_09_H2O,Bog_10_H2O,Bog_11_H2O,Bog_12_H2O,Bog_13_H2O,Bog_14_H2O,Bog_15_H2O,Bog_16_H2O,Bog_18_H2O,Bog_19_H2O,Bog_21_H2O,FB_01_H2O,FB_02_H2O,FB_03_H2O,FB_04_H2O
169.972826,0,0,0,0,0,0,0,0,,None,170.98010246688,0,0,0,0,0,0,0,0,0,1215543.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.013725,0,0,0,0,0,0,0,0,,None,171.02100146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219610,0,0,0,0,0,0
170.029036,0,0,0,0,0,0,0,0,,None,171.03631246688,0,0,0,0,0,0,0,0,1165075.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.040275,0,0,0,0,0,0,0,0,,None,171.04755146688,0,0,0,0,0,0,0,0,0,0,0,0,1264288.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.04591,7,9,4,1,0,0,0,0,CHON,Lignin,171.05318646688,-0.167692754463368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124138.4,0,0,0,0,0,0
170.0515485,0,0,0,0,0,0,0,0,,None,171.05882496688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267926.3,0,2376189.8,0,0,0,0,0
170.079847,0,0,0,0,0,0,0,0,,None,171.08712346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255375,0,0
170.082249666667,8,13,3,1,0,0,0,0,CHON,Protein,171.089526133547,0.100270622668498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604133.9,1527101,2906893.8,0,0,0,0,0
170.094869,0,0,0,0,0,0,0,0,,None,171.10214546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695043.4,0,0,0,0,0,0
170.160019,0,0,0,0,0,0,0,0,,None,171.16729546688,0,0,0,0,0,0,0,0,0,0,0,0,1229918.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.174151,0,0,0,0,0,0,0,0,,None,171.18142746688,0,0,0,0,0,0,0,0,1167066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.181065,0,0,0,0,0,0,0,0,,None,171.18834146688,0,0,1206718.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.221812,0,0,0,0,0,0,0,0,,None,171.22908846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105209.1
170.313535,0,0,0,0,0,0,0,0,,None,171.32081146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167643.8,0,0,0,0,0,0,0
170.336858,0,0,0,0,0,0,0,0,,None,171.34413446688,0,0,0,0,0,0,0,0,1160936.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.389236,0,0,0,0,0,0,0,0,,None,171.39651246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134321.8,0,0
170.396373,0,0,0,0,0,0,0,0,,None,171.40364946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151120.5,0,0,0,0,0,0,0,0,0,0,0,0
170.482722,0,0,0,0,0,0,0,0,,None,171.48999846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104023.8,0,0,0,0,0,0,0,0,0,0
170.493685,0,0,0,0,0,0,0,0,,None,171.50096146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100034.9,0,0,0,0,0,0,0,0,0
170.654894,0,0,0,0,0,0,0,0,,None,171.66217046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180799.4,0,0,0,0
170.7112,0,0,0,0,0,0,0,0,,None,171.71847646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149230.5,0,0,0,0,0,0,0,0,0
170.778336,0,0,0,0,0,0,0,0,,None,171.78561246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184724.6
170.812707,0,0,0,0,0,0,0,0,,None,171.81998346688,0,0,0,0,0,0,0,0,1223373.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.818943,0,0,0,0,0,0,0,0,,None,171.82621946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135529.1
170.867675,0,0,0,0,0,0,0,0,,None,171.87495146688,0,0,0,0,1132260.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.890521,0,0,0,0,0,0,0,0,,None,171.89779746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131519,0,0,0,0,0,0,0
170.901286,0,0,0,0,0,0,0,0,,None,171.90856246688,0,0,1271084.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.944372,0,0,0,0,0,0,0,0,,None,171.95164846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180670.9,0,0,0
170.955305,0,0,0,0,0,0,0,0,,None,171.96258146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196356.4,0,0,0
170.956977,0,0,0,0,0,0,0,0,,None,171.96425346688,0,0,1233736.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441797.3,0,0,1567726.8
170.958474,0,0,0,0,0,0,0,0,,None,171.96575046688,0,0,0,9579838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170.9587865,0,0,0,0,0,0,0,0,,None,171.96606296688,0,0,21610632,42057024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30635270,20503962,12182396,30564208
170.970696,0,0,0,0,0,0,0,0,,None,171.97797246688,0,0,0,1417668.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956748,3299744.5,2892930.3,2669045.8
171.029917,7,8,5,0,0,0,0,0,CHO,Tannin,172.03719346688,-0.116832759287489,1,0,0,1623541.4,0,0,0,1474613.6,0,1288548.3,0,0,3230198.5,1816983.9,0,0,1104523.1,0,1104388.8,0,0,0,0,0,0,0
171.048916,0,0,0,0,0,0,0,0,,None,172.05619246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130479.4,0,0,0,0,0,0,0,0,0,0
171.060574,0,0,0,0,0,0,0,0,,None,172.06785046688,0,0,0,0,0,1184385.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.066298863636,8,12,4,0,0,0,0,0,CHO,Protein,172.073575330516,-0.0956388353647969,1,0,0,2966663.5,2620484.5,2368511.8,2464583.8,1886150.9,2728307.8,2893558.3,2824880.5,3457713.3,1673096.8,3584298.5,3170239.5,2376696,2785309,2832467.5,4121367,4661548.5,7624198,2105160.5,0,1289169.8,2157617.5,1208997.8
171.067819,0,0,0,0,0,0,0,0,,None,172.07509546688,0,0,0,0,0,0,0,0,0,0,0,1118609.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.10267548,9,16,3,0,0,0,0,0,CHO,Protein,172.10995194688,-0.043965964628079,1,2300241,2159366.3,1470745.6,2042455.3,2584082,1881305.8,2762584.3,2266118.5,2028552.1,2665283,3783107.8,2319770.8,4774717,7134674,4036361.8,2496174.8,4339813,4188201,15054143,9336345,1161562.1,1415117.8,2168804.5,1875395.3,1343544
171.13906096,10,20,2,0,0,0,0,0,CHO,Lipid,172.14633742688,-0.0438038941639016,1,7595235.5,9768344,5522092,4123498,6454820,8647788,9822570,11445145,6519834,14264021,6160086,5121325,8503632,13367268,12487964,6035520.5,7081078,8887867,15351121,9719339,8507500,8097120,5577719,9942997,6949322
171.162643,0,0,0,0,0,0,0,0,,None,172.16991946688,0,0,0,0,0,0,0,0,0,0,0,0,0,1146744.8,0,0,0,0,0,0,0,0,0,0,0,0,0
171.215849,0,0,0,0,0,0,0,0,,None,172.22312546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131403.3,0,0,0,0,0,0,0,0,0,0,0
171.221472,0,0,0,0,0,0,0,0,,None,172.22874846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125267.8,0,0,0,0
171.256244,0,0,0,0,0,0,0,0,,None,172.26352046688,0,0,0,0,0,0,0,0,0,0,0,1103824.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.281944,0,0,0,0,0,0,0,0,,None,172.28922046688,0,0,0,0,0,0,0,0,1122733.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.351821,0,0,0,0,0,0,0,0,,None,172.35909746688,0,0,0,0,0,0,0,0,0,0,1161282.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.36542,0,0,0,0,0,0,0,0,,None,172.37269646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173665.8,0,0,0,0,0,0,0,0
171.466809,0,0,0,0,0,0,0,0,,None,172.47408546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127134,0,0,0,0,0,0,0
171.543741,0,0,0,0,0,0,0,0,,None,172.55101746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267910.5,0,0
171.58736,0,0,0,0,0,0,0,0,,None,172.59463646688,0,0,1134657.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.643169,0,0,0,0,0,0,0,0,,None,172.65044546688,0,0,0,0,0,0,1099038.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.671445,0,0,0,0,0,0,0,0,,None,172.67872146688,0,0,0,0,0,0,0,0,1109477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.773532,0,0,0,0,0,0,0,0,,None,172.78080846688,0,0,1120029.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.896724,0,0,0,0,0,0,0,0,,None,172.90400046688,0,0,0,1172750.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.962129,0,0,0,0,0,0,0,0,,None,172.96940546688,0,0,0,1412398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171.979056,0,0,0,0,0,0,0,0,,None,172.98633246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249912.5,0,0,0,0,0,0,0,0,0,0,0,0
172.061529,7,11,4,1,0,0,0,0,CHON,AminoSugar,173.06880546688,0.0137507161448027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761666,1234581.1,2668792.8,0,0,0,0,0
172.09792025,8,15,3,1,0,0,0,0,CHON,Protein,173.10519671688,-0.0194325765329576,1,0,0,0,1957970.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2317075.8,1205158.8,6034443,0,0,0,0,0
172.106053,8,16,3,0,1,0,0,0,CHO,Protein,173.11332946688,-0.174736284648374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215758.9,0,0,0,0,0
172.110502,0,0,0,0,0,0,0,0,,None,173.11777846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608649.9,0,0,0,1143321.9,2652972.8,0,0,0,0,0,0
172.142419166667,9,20,2,0,1,0,0,0,CHO,Lipid,173.149695633547,-0.0630064443365862,0,0,1417349.9,0,0,0,0,0,0,0,1610188.6,0,0,1257034,1336921.6,1453567.5,0,0,0,1428156.3,0,0,0,0,0,0
172.164242,0,0,0,0,0,0,0,0,,None,173.17151846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244004.4,0,0,0,0,0,0,0,0,0,0,0
172.315424,0,0,0,0,0,0,0,0,,None,173.32270046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127414.1,0,0,0,0,0
172.395796,0,0,0,0,0,0,0,0,,None,173.40307246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229723.8,0,0,0,0,0,0,0,0,0
172.473231,0,0,0,0,0,0,0,0,,None,173.48050746688,0,0,0,0,0,0,0,1160882.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.570011,0,0,0,0,0,0,0,0,,None,173.57728746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108489.5,0,0,0,0,0,0
172.600907,0,0,0,0,0,0,0,0,,None,173.60818346688,0,0,0,0,0,0,0,0,0,0,0,1115310.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.626948,0,0,0,0,0,0,0,0,,None,173.63422446688,0,0,1127226.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.64157,0,0,0,0,0,0,0,0,,None,173.64884646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212935.3,0
172.777676,0,0,0,0,0,0,0,0,,None,173.78495246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149098.4,0,0,0,0,0,0,0,0,0,0
172.803688,0,0,0,0,0,0,0,0,,None,173.81096446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203866.9,0,0,0,0,0,0,0,0,0
172.815563,0,0,0,0,0,0,0,0,,None,173.82283946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111875.8,0,0
172.826079,0,0,0,0,0,0,0,0,,None,173.83335546688,0,0,0,0,1117506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.915229,0,0,0,0,0,0,0,0,,None,173.92250546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116829.4,0,0,0,0,0,0,0
172.954424666667,0,0,0,0,0,0,0,0,,None,173.961701133547,0,0,2334037.8,2322955.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704848,1794439.9,1323833.6,2158912
172.9560685,0,0,0,0,0,0,0,0,,None,173.96334496688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758216.8,0,1347008.6
172.957938166667,0,0,0,0,0,0,0,0,,None,173.965214633547,0,0,8382039.5,14055693,8150048.5,3024382.8,8675230,8479191,6994615,6905642.5,6679430,7044700.5,9083997,5640866,5970139.5,6504294.5,5284990,6895010.5,4372162,1557681.8,1953729.4,0,7581640.5,20857042,36213128,17381180,15139650
172.984123,0,0,0,0,0,0,0,0,,None,173.99139946688,0,0,0,1116761.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.00671,10,6,1,0,0,1,0,0,CHOS,ConHC,174.01398646688,-0.292862550983917,1,0,1334500.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472161.5,0,1187992.6
173.0091835,6,6,6,0,0,0,0,0,CHO,Tannin,174.01645996688,-0.12666433977595,1,0,0,0,4740376,1852854.4,1587950.4,0,1799875.8,3423390.3,0,0,0,1283572.3,0,0,0,1351320.9,1115338.1,0,0,0,0,0,0,0
173.010825666667,0,0,0,0,0,0,0,0,,None,174.018102133547,0,0,1938288.3,3749158.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401514.8,1781027.5,1340755.9,2637914.8
173.0132415,0,0,0,0,0,0,0,0,,None,174.02051796688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449835.9,1282724.8,0,0
173.038246,0,0,0,0,0,0,0,0,,None,174.04552246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179030,0,0,0,0,0
173.044882,0,0,0,0,0,0,0,0,,None,174.05215846688,0,0,0,0,0,0,0,0,0,0,1155310.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.045559,7,10,5,0,0,0,0,0,CHO,Tannin,174.05283546688,-0.0691478536585696,1,0,0,0,1337577.9,0,0,0,1493589.5,0,1729159.3,1654535.1,0,2290054,1629072.3,0,0,0,5282267.5,3689194.8,5165529.5,1479536.6,0,0,0,0
173.073402,0,0,0,0,0,0,0,0,,None,174.08067846688,0,0,0,0,0,0,0,0,0,0,0,0,0,1106808.6,0,0,0,0,0,0,0,0,0,0,0,0,0
173.0783895,0,0,0,0,0,0,0,0,,None,174.08566596688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621562.1,1757929.3,0,0,0,0,0
173.0800965,0,0,0,0,0,0,0,0,,None,174.08737296688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193787,3515114,0,0,0,0,0
173.081944714286,8,14,4,0,0,0,0,0,CHO,Protein,174.089221181166,-0.0703281088014651,1,1156113.8,0,1730139.5,1825339.6,2344921,1405968.3,2003183.4,1966183.1,2686400.3,2528664.8,3638936.8,2414556.8,7486743.5,7936929.5,2343095.5,1705179.9,5143545.5,16437229,49905916,80306664,1688321.4,0,0,1106804.8,0
173.0837,0,0,0,0,0,0,0,0,,None,174.09097646688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372907.9,0,0,0,0,0
173.091172,0,0,0,0,0,0,0,0,,None,174.09844846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182587.8,0,0,0,0,0,0,0,0,0,0
173.10441875,0,0,0,0,0,0,0,0,,None,174.11169521688,0,1,0,0,0,2118214.8,0,1884314.8,1233913.5,1395570.1,1141322.9,0,0,0,0,1324844.4,0,1130726.3,1496323.6,0,0,0,0,0,0,0,0
173.1147925,0,0,0,0,0,0,0,0,,None,174.12206896688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294923.1,2482682.8,0,0,0,0,0
173.1164855,0,0,0,0,0,0,0,0,,None,174.12376196688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259596,4225531.5,0,0,0,0,0
173.118177,0,0,0,0,0,0,0,0,,None,174.12545346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462680,0,0
173.118338266667,9,18,3,0,0,0,0,0,CHO,Protein,174.125614733547,-0.116521895565079,1,0,0,0,2431821.5,1158506.4,0,1344639.9,0,1267537.4,3714474.5,2576298.3,1191405.9,2393641.3,2984883,2244296.3,1347820.8,2511882,15543294,67092748,102826496,0,0,0,0,0
173.120082,0,0,0,0,0,0,0,0,,None,174.12735846688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879293.4,0,0,0,0,0
173.154064,0,0,0,0,0,0,0,0,,None,174.16134046688,0,0,0,0,0,0,0,0,0,0,0,0,0,1164286.8,0,0,0,0,0,0,0,0,0,0,0,0,0
173.175732,0,0,0,0,0,0,0,0,,None,174.18300846688,0,0,1217021.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.199773,0,0,0,0,0,0,0,0,,None,174.20704946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338219.4,0
173.258243,0,0,0,0,0,0,0,0,,None,174.26551946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171694.3,0,0,0,0,0,0
173.279219,0,0,0,0,0,0,0,0,,None,174.28649546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193462.9,0,0,0,0,0,0,0,0,0,0,0,0
173.38997,0,0,0,0,0,0,0,0,,None,174.39724646688,0,0,0,0,0,0,0,1124830.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.454904,0,0,0,0,0,0,0,0,,None,174.46218046688,0,0,0,0,0,1197297.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.455146,0,0,0,0,0,0,0,0,,None,174.46242246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180411.6,0,0
173.600838,0,0,0,0,0,0,0,0,,None,174.60811446688,0,0,0,0,0,0,0,0,0,0,0,0,0,1176848.1,0,0,0,0,0,0,0,0,0,0,0,0,0
173.666546,0,0,0,0,0,0,0,0,,None,174.67382246688,0,0,0,0,0,1159255.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.691574,0,0,0,0,0,0,0,0,,None,174.69885046688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169480.3,0,0,0,0,0,0,0,0
173.724444,0,0,0,0,0,0,0,0,,None,174.73172046688,0,0,0,0,0,0,0,0,1196175.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.859081,0,0,0,0,0,0,0,0,,None,174.86635746688,0,0,0,0,0,0,0,1106740.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.9575095,0,0,0,0,0,0,0,0,,None,174.96478596688,0,0,0,1187552.9,0,0,1404277,0,0,1364235.6,0,1131067.4,0,1313013.4,0,0,0,0,0,0,0,0,1215821.3,2597538.3,4037740.3,1939332.8,1378451.9
174.030341,0,0,0,0,0,0,0,0,,None,175.03761746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128749.4,0,0,0,0,0
174.040790142857,6,9,5,1,0,0,0,0,CHON,Carb,175.048066609737,0.0331044095411337,1,0,0,0,1320459,0,0,1195547.6,0,0,0,1153888.3,0,1135649.3,0,0,0,1222304.6,0,1353271.1,2369970.3,0,0,0,0,0
174.046759,0,0,0,0,0,0,0,0,,None,175.05403546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150828.9,0
174.057255,0,0,0,0,0,0,0,0,,None,175.06453146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128890,0,0,0,0,0
174.077186,7,13,4,1,0,0,0,0,CHON,AminoSugar,175.08446246688,-0.0260216121990291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434045.9,0,1750723.3,0,0,0,0,0
174.08528175,7,14,4,0,1,0,0,0,CHO,Protein,175.09255821688,0.0317473230261325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269241.6,0,0,0,1687489.5,4373451.5,8803271,0,0,0,0,0
174.088419,6,13,3,3,0,0,0,0,CHON,Protein,175.09569546688,-0.0238022984669158,1,0,0,0,3084577.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.092033,0,0,0,0,0,0,0,0,,None,175.09930946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161644.1,0,0
174.121677333333,8,18,3,0,1,0,0,0,CHO,Protein,175.128953800213,-0.0257999218296741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160850.3,8135388,13590488,0,0,0,0,0
174.139643,0,0,0,0,0,0,0,0,,None,175.14691946688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108738.6,0,0
174.166327,0,0,0,0,0,0,0,0,,None,175.17360346688,0,0,0,0,0,0,0,0,0,0,0,0,1115226.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.172407,0,0,0,0,0,0,0,0,,None,175.17968346688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139190
174.20656,0,0,0,0,0,0,0,0,,None,175.21383646688,0,0,0,0,0,0,0,0,0,0,0,1137264.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.366258,0,0,0,0,0,0,0,0,,None,175.37353446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105282.4,0,0,0,0,0,0,0
174.601885,0,0,0,0,0,0,0,0,,None,175.60916146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147046.6,0,0,0,0,0,0,0,0,0,0,0,0
174.609453,0,0,0,0,0,0,0,0,,None,175.61672946688,0,0,0,0,0,0,0,0,0,0,0,0,1197575.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.636524,0,0,0,0,0,0,0,0,,None,175.64380046688,0,0,0,0,0,0,0,0,0,0,0,0,1136244.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.680477,0,0,0,0,0,0,0,0,,None,175.68775346688,0,0,0,0,1135614.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.701997,0,0,0,0,0,0,0,0,,None,175.70927346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140809.9,0,0
174.722378,0,0,0,0,0,0,0,0,,None,175.72965446688,0,0,0,0,0,0,0,0,0,0,0,0,1157467.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.850271,0,0,0,0,0,0,0,0,,None,175.85754746688,0,0,0,0,0,0,0,0,1144252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.9092674,0,0,0,0,0,0,0,0,,None,175.91654386688,0,0,6747601,2715024.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183950.3,1924137.6,0,1911232.8
174.915119,0,0,0,0,0,0,0,0,,None,175.92239546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138678.4,0,0,0,0,0,0,0,0,0,0,0,0
174.921160333333,0,0,0,0,0,0,0,0,,None,175.928436800213,0,0,1562454.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716911.1,1179078
174.931721,0,0,0,0,0,0,0,0,,None,175.93899746688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163970.1,0,0,0,0,0,0,0
174.945066,0,0,0,0,0,0,0,0,,None,175.95234246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191714.3,0,0,0,0,0,0,0,0
174.946957,0,0,0,0,0,0,0,0,,None,175.95423346688,0,0,0,0,0,0,0,1211351,0,0,0,2926088,1750530,1325749.9,1134852.9,0,0,0,29551908,0,1206349,0,0,0,0,0,0
174.9516925,0,0,0,0,0,0,0,0,,None,175.95896896688,0,0,0,1425315.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112929,0,0,0
174.953076,0,0,0,0,0,0,0,0,,None,175.96035246688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510909,3046356
174.953613888889,0,0,0,0,0,0,0,0,,None,175.960890355769,0,0,1588836.5,1318436.3,1505848.8,0,1383997,1862617.9,1236264.3,1732186.9,0,1744651,2284805,1731128.9,1900935.9,1927812.8,1399867.9,1841442,0,0,0,0,2603329.3,1965793.9,3275582,2885821.3,0
