Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,HE_08_H2O,HE_09_H2O,HE_10_H2O,HE_11_H2O,HE_12_H2O,HE_13_H2O,HE_14_H2O,HE_15_H2O,HE_01_H2O,HE_02_H2O,HE_03_H2O,HE_04_H2O,HE_05_H2O,HE_06_H2O,HE_07_H2O
266.111617,0,0,0,0,0,0,0,0,,None,267.11889346688,0,0,0,0,0,1506472.8,0,0,0,0,0,0,1237892.9,0,0,0,0
266.115781,0,0,0,0,0,0,0,0,,None,267.12305746688,0,0,0,0,0,0,0,0,0,0,0,0,1873542.3,0,0,0,0
266.116037642857,0,0,0,0,0,0,0,0,,None,267.123314109737,0,1,1438977.6,1705331.3,1480437.5,2506666.5,2207921.8,1463595.4,2427846,1984928.3,2296704,1961451.9,0,2533549,1509993.3,1987756,1406950.1
266.134193833333,0,0,0,0,0,0,0,0,,None,267.141470300213,0,0,1639176,0,1225978.9,1755569.5,1482807.5,1549490.4,1602764.3,2226342.3,2212229.5,1993457.9,3254795.8,0,0,1246131.1,1575660.1
266.1479614,14,22,4,0,1,0,0,0,CHO,Lignin,267.15523786688,-0.276372945592524,0,0,0,0,0,1286843.9,0,0,1564074.9,1792905.9,2156534.5,1832720,0,0,0,0
266.15238125,0,0,0,0,0,0,0,0,,None,267.15965771688,0,0,1246222.3,0,0,1287224.6,0,0,0,1720748.4,0,0,1595921.4,0,0,0,0
266.179126,0,0,0,0,0,0,0,0,,None,267.18640246688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1381956.6,0
266.9227349,0,0,0,0,0,0,0,0,,None,267.93001136688,0,0,1475352.4,1912935.3,2492388.3,5033445,2589358.3,5027939,0,6213805,0,0,0,3134909.8,0,3050983,1700593.4
266.922902,0,0,0,0,0,0,0,0,,None,267.93017846688,0,0,0,0,0,0,0,0,1846491.9,0,0,0,0,0,0,0,0
266.932217,0,0,0,0,0,0,0,0,,None,267.93949346688,0,1,0,0,0,0,0,0,0,1616816.4,0,0,0,0,0,0,0
266.938875,0,0,0,0,0,0,0,0,,None,267.94615146688,0,0,0,0,0,0,1247411.1,0,0,0,0,0,0,0,0,0,0
266.95343,0,0,0,0,0,0,0,0,,None,267.96070646688,0,0,0,0,0,0,0,0,0,0,0,1212291.3,0,0,0,0,0
266.962502,0,0,0,0,0,0,0,0,,None,267.96977846688,0,0,0,0,0,0,0,0,0,0,0,1453062.3,0,0,0,0,0
267.002978,0,0,0,0,0,0,0,0,,None,268.01025446688,0,0,0,0,0,0,0,0,1309559.5,0,0,0,0,0,0,0,0
267.004251,0,0,0,0,0,0,0,0,,None,268.01152746688,0,0,0,0,0,0,0,0,1404023.9,0,0,0,0,0,0,0,0
267.007125,0,0,0,0,0,0,0,0,,None,268.01440146688,0,0,0,0,0,1267717.9,0,0,0,0,0,0,0,0,0,0,0
267.0147002,11,8,8,0,0,0,0,0,CHO,ConHC,268.02197666688,-0.22174778628114,1,1921336.3,1486467.1,0,1826056.8,1255882.9,4065926.5,1616123.4,2703563.8,0,0,0,0,1722264.9,1895435,2496784
267.0222914,0,0,0,0,0,0,0,0,,None,268.02956786688,0,1,1674298.9,1254277.5,0,0,0,1920905.5,1658366.1,0,0,0,0,0,0,0,2011154.5
267.0298655,15,8,5,0,0,0,0,0,CHO,ConHC,268.03714196688,0.117149510476166,1,1224509.5,0,0,1453838.8,0,0,1485824.8,1504976.9,0,0,0,0,0,0,0
267.030011,0,0,0,0,0,0,0,0,,None,268.03728746688,0,0,0,1416071.8,0,0,0,0,0,0,0,0,0,0,0,0,0
267.0328568,0,0,0,0,0,0,0,0,,None,268.04013326688,0,1,0,0,0,1263119.9,0,0,1624065.8,0,0,0,0,0,1641503,1393938.1,1354518
267.040294,0,0,0,0,0,0,0,0,,None,268.04757046688,0,1,1271937.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267.040603666667,0,0,0,0,0,0,0,0,,None,268.047880133547,0,0,0,0,0,0,0,1298064.6,1339140.4,0,0,0,0,0,0,0,1279128.6
267.05105825,12,12,7,0,0,0,0,0,CHO,Lignin,268.05833471688,-0.119291123765288,1,2363716.8,2688654.3,3091466.3,4609047,2646742.3,6100116.5,3499272,6033624,0,1970211.8,0,2416105,0,2589721.3,3955996
267.058409,0,0,0,0,0,0,0,0,,None,268.06568546688,0,0,0,0,0,0,0,0,0,1335642.4,0,0,0,0,0,0,0
267.058788,0,0,0,0,0,0,0,0,,None,268.06606446688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329182.6
267.066294,16,12,4,0,0,0,0,0,CHO,ConHC,268.07357046688,-0.0432466356199341,1,0,0,0,1278492.9,0,1381658.5,0,1459293,0,0,0,0,0,0,0
267.068676,0,0,0,0,0,0,0,0,,None,268.07595246688,0,1,0,0,0,1756189.9,0,0,0,0,0,0,0,0,0,0,0
267.068895,0,0,0,0,0,0,0,0,,None,268.07617146688,0,0,0,0,0,0,0,0,0,1422557.9,0,0,0,0,0,0,0
267.070083,0,0,0,0,0,0,0,0,,None,268.07735946688,0,0,0,1362067.9,0,0,0,0,0,0,0,0,0,0,0,0,0
267.071057,0,0,0,0,0,0,0,0,,None,268.07833346688,0,1,0,0,0,0,0,0,0,0,5756579.5,6847786.5,0,0,0,0,0
267.0721942,9,16,9,0,0,0,0,0,CHO,Carb,268.07947066688,-0.143816980313148,1,7008076,10364053,2374160.5,3584543.3,11057373,3112604.8,3548431.3,2872031,51089060,81333544,50687788,26335216,33729964,118608928,30408484
267.076237,0,0,0,0,0,0,0,0,,None,268.08351346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217315,0
267.087453066667,13,16,6,0,0,0,0,0,CHO,Lignin,268.094729533547,-0.154002828580703,1,3899729.3,4757657,4374549,7622181,5902561.5,7478434.5,6295828.5,8606948,2714280.5,4160816,3437359.8,4829685.5,3613617.5,4266535.5,5608232
267.0893324,0,0,0,0,0,0,0,0,,None,268.09660886688,0,0,0,1869209.8,0,0,0,0,0,0,2459817.3,2719536.5,4334896.5,0,0,1902760.1,0
267.096261333333,0,0,0,0,0,0,0,0,,None,268.103537800213,0,0,0,1575323.9,0,1390888.6,0,0,1228823.5,0,0,0,0,0,0,0,0
267.105615285714,0,0,0,0,0,0,0,0,,None,268.112891752594,0,1,0,0,0,1345324.3,0,0,1483930.8,1431018.1,0,1281590,0,0,1919927.6,1920046.5,1360942.1
267.105781,0,0,0,0,0,0,0,0,,None,268.11305746688,0,1,0,0,0,0,0,0,0,0,0,0,1266741.4,1921531.5,0,0,0
267.108565,10,20,8,0,0,0,0,0,CHO,Carb,268.11584146688,-0.0889469262998795,1,0,0,0,0,0,0,0,0,0,0,1213238.3,0,0,0,0
267.111798,0,0,0,0,0,0,0,0,,None,268.11907446688,0,0,1265497.8,3581088.5,0,0,0,0,0,0,0,0,0,0,0,0,0
267.1238264,14,20,5,0,0,0,0,0,CHO,Lignin,268.13110286688,-0.108582628642121,1,4883806,6092964,7736351.5,12430899,9272557,10421425,9631009,11751664,6816436,8611132,8524603,5287937.5,3553213.8,4727861.5,7365428.5
267.126976,0,0,0,0,0,0,0,0,,None,268.13425246688,0,0,1240927,0,0,0,1312238,0,0,2328561.3,0,0,0,0,0,0,0
267.141956,0,0,0,0,0,0,0,0,,None,268.14923246688,0,0,0,0,0,0,0,0,0,1563382.3,0,0,0,0,0,0,0
267.142117,0,0,0,0,0,0,0,0,,None,268.14939346688,0,0,0,0,0,0,0,0,0,0,0,0,1448768.6,0,0,0,0
267.160192142857,15,24,4,0,0,0,0,0,CHO,Lipid,268.167468609737,-0.034869766790844,1,2312810.5,2133167.3,2538538.5,4537921.5,4198648.5,4566207,3331373.5,5506300.5,5536447,7422280.5,7178054,1287821.9,0,2101827.8,4378432.5
267.196565,16,28,3,0,0,0,0,0,CHO,Lipid,268.20384146688,0.0122974378257348,1,0,0,0,0,0,0,0,0,1818826.1,2206292.5,4162385.3,0,0,0,0
267.199611,0,0,0,0,0,0,0,0,,None,268.20688746688,0,1,0,0,0,0,0,0,0,0,0,0,1284050.3,0,0,0,0
267.232997923077,17,32,2,0,0,0,0,0,CHO,Lipid,268.240274389957,-0.164474022618004,1,4858755.5,7248069.5,2883648,3657309.8,2159375.3,0,3213126.8,0,5915349,3275104.5,3426140.5,1318054.5,2614243,1768800.1,3378008.5
267.560222,0,0,0,0,0,0,0,0,,None,268.56749846688,0,0,0,0,0,0,0,0,0,1264257.6,0,0,0,0,0,0,0
267.825478,0,0,0,0,0,0,0,0,,None,268.83275446688,0,0,0,0,0,0,0,0,0,0,0,0,0,1208302.8,0,0,0
268.011930666667,0,0,0,0,0,0,0,0,,None,269.019207133547,0,0,0,0,0,0,0,1401607.9,1441235.4,1334808.1,0,0,0,0,0,0,0
268.022545,0,0,0,0,0,0,0,0,,None,269.02982146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378544.5,0,0
268.030137285714,0,0,0,0,0,0,0,0,,None,269.037413752594,0,0,0,1347510.9,0,1727636,0,2101519,1377369.8,1314846.1,0,0,0,0,0,1251223.3,1284450.9
268.0377722,0,0,0,0,0,0,0,0,,None,269.04504866688,0,1,1371801.8,0,0,1870487,0,1854225.8,1965916.4,1244832.6,0,0,0,0,0,0,0
268.0407125,0,0,0,0,0,0,0,0,,None,269.04798896688,0,0,0,1225146.1,0,0,0,1271699,0,0,0,0,0,0,0,0,0
268.040946,0,0,0,0,0,0,0,0,,None,269.04822246688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1284086.9,0,0
268.043053,7,15,4,3,0,2,0,0,CHONS,AminoSugar,269.05032946688,0.252364010035096,1,0,0,0,0,0,0,0,1243682.5,0,0,0,0,0,0,0
268.045892,0,0,0,0,0,0,0,0,,None,269.05316846688,0,0,0,0,0,0,0,1293077,0,0,0,0,0,0,0,0,0
268.048271,0,0,0,0,0,0,0,0,,None,269.05554746688,0,0,0,0,0,1308315,0,0,0,0,0,0,0,0,0,0,0
268.048424,0,0,0,0,0,0,0,0,,None,269.05570046688,0,1,0,0,0,0,0,0,0,1529252.3,0,0,0,0,0,0,0
268.054448,11,12,7,0,1,0,0,0,CHO,Lignin,269.06172446688,-0.248601617852451,0,0,0,0,0,0,0,0,1316390.3,0,0,0,0,0,0,0
268.075531142857,8,16,9,0,1,0,0,0,CHO,Carb,269.082807609737,-0.0767772468940272,0,0,0,0,0,0,0,0,0,4490712.5,6592122.5,3877472.8,2990915.3,2033666.6,8066473,2479218
268.0770375,0,0,0,0,0,0,0,0,,None,269.08431396688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358979.3,1420969.5,0
268.095205,0,0,0,0,0,0,0,0,,None,269.10248146688,0,1,0,0,0,0,0,0,1276016.1,0,0,0,0,1402186,1273865.4,0,1392248.6
268.102657,0,0,0,0,0,0,0,0,,None,269.10993346688,0,0,0,0,0,0,0,0,0,0,1574368.6,0,0,0,0,0,0
268.103818166667,9,19,8,1,0,0,0,0,CHON,Carb,269.111094633547,-0.104201005522362,1,2434224.5,6688205,1432385.8,0,3431456.3,0,1912179.1,0,14073825,7551620,12312682,3746125,16271116,7804340,3042427.5
268.113027,0,0,0,0,0,0,0,0,,None,269.12030346688,0,0,0,0,0,0,0,0,0,0,1285347.9,0,0,0,0,0,0
268.113415,0,0,0,0,0,0,0,0,,None,269.12069146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224887.6,0
268.113608,0,0,0,0,0,0,0,0,,None,269.12088446688,0,0,0,0,0,0,0,0,0,0,0,0,1477484.6,0,0,0,0
268.127072,0,0,0,0,0,0,0,0,,None,269.13434846688,0,1,0,0,0,0,0,0,0,0,0,1440139.6,1410032.9,0,0,0,0
268.12724,13,20,5,0,1,0,0,0,CHO,Lignin,269.13451646688,-0.326515458488976,0,0,0,0,1332921.8,1541159.5,0,0,0,0,0,0,0,0,0,1357955.4
268.131675,0,0,0,0,0,0,0,0,,None,269.13895146688,0,1,0,0,0,0,0,0,1347196.8,0,1518825.6,0,0,0,0,0,0
268.140098,10,23,7,1,0,0,0,0,CHON,Other,269.14737446688,0.288434245869737,1,0,0,0,0,0,0,0,0,0,1293456,0,0,0,0,0
268.1634945,14,24,4,0,1,0,0,0,CHO,Lipid,269.17077096688,0.160231810567529,0,0,0,0,0,0,0,0,0,0,1545879.9,1442428.1,0,0,0,0
268.236281,16,32,2,0,1,0,0,0,CHO,Lipid,269.24355746688,0.102666597467758,0,0,1331701.4,0,0,0,0,0,0,0,0,0,0,0,0,0
268.9418755,0,0,0,0,0,0,0,0,,None,269.94915196688,0,1,0,0,0,0,0,0,0,0,0,3277212.5,2026350.3,0,0,0,0
268.968228,0,0,0,0,0,0,0,0,,None,269.97550446688,0,0,0,0,0,1243392.1,0,0,0,0,0,0,0,0,0,0,0
269.009199,14,6,6,0,0,0,0,0,CHO,ConHC,270.01647546688,-0.139034775116536,1,0,0,0,1457424,0,1436552.6,0,0,0,0,0,0,0,0,0
269.0197026,0,0,0,0,0,0,0,0,,None,270.02697906688,0,0,0,1361123.1,0,1289492.1,0,1618828.8,1399983.4,0,1220092.1,0,0,0,0,0,0
269.030339777778,11,10,8,0,0,0,0,0,CHO,Tannin,270.037616244658,-0.18125940541356,1,1580528.4,1336294.4,0,1845272.3,0,2865552.8,2543283,3302763,0,0,1346569.9,0,0,2131740.8,2458291
269.030495,0,0,0,0,0,0,0,0,,None,270.03777146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2159691.8,0,0
269.0379238,0,0,0,0,0,0,0,0,,None,270.04520026688,0,1,0,0,0,1578267.1,0,1879699.8,1939637.8,1997165.5,0,0,0,0,0,0,1330613.5
269.045621625,15,10,5,0,0,0,0,0,CHO,ConHC,270.05289809188,-0.276465761047037,1,0,1407723.1,1580376.6,3271454,1310407.8,2487702.8,2003640.4,3457904,0,0,0,0,0,0,2309048
269.051316,0,0,0,0,0,0,0,0,,None,270.05859246688,0,0,0,1482988.8,0,0,0,0,0,0,0,0,0,0,0,0,0
269.05611,0,0,0,0,0,0,0,0,,None,270.06338646688,0,1,0,0,0,0,0,0,0,1387635.5,0,0,0,0,0,0,0
269.066707733333,12,14,7,0,0,0,0,0,CHO,Lignin,270.073984200213,-0.116250046948738,1,2328061,2556145.5,2545247,4313382.5,3545934.3,6216607,4379583.5,4640631,2150154.8,2325446.5,1666197.3,2190226.3,2986072.3,2770218.8,4559295
269.076484,0,0,0,0,0,0,0,0,,None,270.08376046688,0,0,0,0,0,0,0,0,0,0,0,0,1399960.3,0,0,0,0
269.082109,9,22,1,2,0,3,0,0,CHONS,Lipid,270.08938546688,0.147883708604989,1,0,0,0,0,0,1763236.8,0,0,0,0,0,0,0,0,0
269.0866855,0,0,0,0,0,0,0,0,,None,270.09396196688,0,1,0,0,0,0,0,0,0,0,2222353,3948493,0,0,0,0,0
269.087845428572,9,18,9,0,0,0,0,0,CHO,Carb,270.095121895452,-0.14705467943,1,7411204,16372472,4903013,1828398.5,3450709,0,4174279,1257982,16640273,42774476,24416668,3394201.5,4419679.5,4635443,8124870.5
269.103090666667,13,18,6,0,0,0,0,0,CHO,Lignin,270.110367133547,-0.106708775903476,1,3444233.5,4964092.5,5754473.5,7643444.5,7541594,8294317,8051660,9198467,3862806,5013458.5,5969312.5,4794014.5,3936868.8,4542265,6383051.5
269.1070975,8,19,8,1,1,0,0,0,CHON,Carb,270.11437396688,0.175713788448218,0,0,0,0,0,0,0,0,0,1666583.4,0,2020001.9,0,0,0,0
269.10879,0,0,0,0,0,0,0,0,,None,270.11606646688,0,0,0,1416958.3,0,0,0,0,0,0,0,0,0,0,0,0,0
269.124258,10,22,8,0,0,0,0,0,CHO,Other,270.13153446688,-0.247227263367329,1,0,0,0,0,0,0,0,0,0,1280217.8,0,0,0,0,0
269.139498,14,22,5,0,0,0,0,0,CHO,Protein,270.14677446688,-0.187491337098922,1,3698710,3725063.5,3772532.5,7443778.5,4365157,7117755,5934041,7972751.5,5051681.5,7034847,6300076,1748906.9,2111601.5,2148167.3,5816791.5
269.175856166667,15,26,4,0,0,0,0,0,CHO,Lipid,270.183132633547,-0.0862768389588935,1,0,0,0,0,0,1721544.9,0,3212187.3,2430508.8,2674667,3054519.3,0,0,0,1360612
269.176,0,0,0,0,0,0,0,0,,None,270.18327646688,0,0,0,1263762.6,0,0,0,0,0,0,0,0,0,1198775.3,0,0,0
269.212245846154,16,30,3,0,0,0,0,0,CHO,Lipid,270.219522313034,-0.101708912849618,1,2073647,1770013.6,1294730,1990494.6,1625468,1692118.9,0,2309543.5,4454200,5623799,10650051,0,1352714.6,2845539.5,1698032.3
269.247467,0,0,0,0,0,0,0,0,,None,270.25474346688,0,0,0,0,0,0,0,0,0,0,1371458.9,0,0,0,0,0,0
269.248661533333,17,34,2,0,0,0,0,0,CHO,Lipid,270.255938000213,-0.213370384459715,1,5314107.5,7899944.5,4103828.8,4884845,3416455.5,2836453,3463166.5,3153331.5,7486787.5,5797891.5,5972430,2385871.8,3277975.3,2467697.5,2447356.5
270.009369,0,0,0,0,0,0,0,0,,None,271.01664546688,0,0,0,0,0,0,0,1497225.8,0,0,0,0,0,0,1262496,0,0
270.017011,0,0,0,0,0,0,0,0,,None,271.02428746688,0,0,1544772.3,0,0,1960597.8,0,2316044.8,0,1576114.6,0,0,0,0,0,0,0
270.027595,0,0,0,0,0,0,0,0,,None,271.03487146688,0,0,0,0,0,0,0,2096656.8,2009611.6,2031542.1,0,0,0,0,0,0,1854980.1
270.045608,0,0,0,0,0,0,0,0,,None,271.05288446688,0,0,0,0,0,0,0,0,0,1603388.1,0,0,0,0,0,0,0
270.0457765,0,0,0,0,0,0,0,0,,None,271.05305296688,0,0,0,0,0,0,1320065.6,1351543.8,0,0,0,0,0,0,0,0,0
270.053424666667,0,0,0,0,0,0,0,0,,None,271.060701133547,0,1,0,0,0,1574563.8,0,1417370.8,0,1415102.8,0,0,0,0,0,0,0
270.070109,11,14,7,0,1,0,0,0,CHO,Lignin,271.07738546688,-0.287095066669711,0,0,0,0,0,0,0,0,1642180.3,0,0,0,0,0,0,0
270.07459,0,0,0,0,0,0,0,0,,None,271.08186646688,0,0,0,0,0,0,0,0,0,0,0,0,0,1368038.5,0,0,0
270.082177,0,0,0,0,0,0,0,0,,None,271.08945346688,0,0,0,0,0,0,0,0,0,1260104.3,0,0,0,0,0,0,0
270.091209666667,8,18,9,0,1,0,0,0,CHO,Carb,271.098486133547,-0.181185248976823,0,0,1538856.5,0,0,0,0,0,0,0,3501341.8,2042070.4,0,0,0,0
270.106597,0,0,0,0,0,0,0,0,,None,271.11387346688,0,0,0,0,1397266.5,0,0,0,0,0,0,0,0,0,0,0,0
270.106757,0,0,0,0,0,0,0,0,,None,271.11403346688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274818,0,0
270.111412,0,0,0,0,0,0,0,0,,None,271.11868846688,0,0,0,0,0,0,0,0,0,0,1573199.8,2865956.5,2461404.8,0,0,0,0
270.11947125,9,21,8,1,0,0,0,0,CHON,Other,271.12674771688,-0.114561843466663,1,0,0,0,0,0,0,0,0,8517202,19984680,23323360,0,0,2043331.5,0
270.142922,13,22,5,0,1,0,0,0,CHO,Protein,271.15019846688,-0.441867203905569,0,0,0,0,0,0,0,0,1744860.4,0,0,0,0,0,0,0
270.145981,12,21,4,3,0,0,0,0,CHON,Protein,271.15325746688,-0.189150521344601,1,0,0,0,0,0,0,0,0,0,1341616.1,0,0,1320655.6,0,0
270.215547,15,30,3,0,1,0,0,0,CHO,Lipid,271.22282346688,0.096600351063584,0,0,0,0,0,0,0,0,0,0,0,1807997.5,0,0,0,0
270.251915,0,0,0,0,0,0,0,0,,None,271.25919146688,0,0,0,0,0,0,0,0,0,0,0,1405523.8,0,0,0,0,0
270.252054,16,34,2,0,1,0,0,0,CHO,Lipid,271.25933046688,-0.351300284628481,0,0,1500761.4,0,0,0,0,0,0,0,0,0,0,0,0,0
270.329654,0,0,0,0,0,0,0,0,,None,271.33693046688,0,0,0,0,0,0,0,0,0,0,1230227.9,0,0,0,0,0,0
270.380585,0,0,0,0,0,0,0,0,,None,271.38786146688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460001.8,0,0
270.720103666667,0,0,0,0,0,0,0,0,,None,271.727380133547,0,0,3272502,3298023.5,0,0,0,0,0,0,0,0,0,0,0,0,2023535.4
271.006437,6,12,6,2,0,2,0,0,CHONS,Carb,272.01371346688,-0.132194364449091,1,1280408.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271.016429,0,0,0,0,0,0,0,0,,None,272.02370546688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237761.1,0,0
271.017289,0,0,0,0,0,0,0,0,,None,272.02456546688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1574913.4,1318942.8,0
271.024840777778,14,8,6,0,0,0,0,0,CHO,ConHC,272.032117244658,-0.107543396124555,1,2560670.5,1854275.9,2709153.8,4440601.5,0,3703439.8,3383396,3417088.5,2002797.4,0,0,0,0,0,2876503.3
271.0354105,0,0,0,0,0,0,0,0,,None,272.04268696688,0,0,0,0,0,0,0,1855379.8,0,1277443.9,0,0,0,0,0,0,0
271.035631,0,0,0,0,0,0,0,0,,None,272.04290746688,0,0,0,0,0,0,0,0,1380327.8,0,0,0,0,0,0,0,0
271.043059,0,0,0,0,0,0,0,0,,None,272.05033546688,0,1,0,0,0,0,0,0,0,1233158.4,0,0,0,0,0,0,0
271.045990076923,11,12,8,0,0,0,0,0,CHO,Tannin,272.053266543803,-0.18078004965826,1,1405605.9,1357130.4,0,2691105.8,2025403.5,3174551.8,2520683.3,3262471.3,1515124,0,2200067.8,1260333.8,1568651.5,2229801.8,2636894.5
271.0535915,0,0,0,0,0,0,0,0,,None,272.06086796688,0,1,1390248.4,0,0,0,0,0,0,1273353.9,0,0,0,0,0,0,0
271.061200888889,15,12,5,0,0,0,0,0,CHO,Lignin,272.068477355769,-0.0141878578667687,1,1259179,0,1485996.5,2479655.8,2212800.3,3357341.5,2437744.5,3087884.5,0,0,0,0,0,1588783.8,2122595.5
271.064616,12,16,5,0,0,1,0,0,CHOS,Lignin,272.07189246688,-0.176985500212627,1,0,0,0,0,0,0,0,0,0,0,1261065.6,0,0,0,0
271.082344266667,12,16,7,0,0,0,0,0,CHO,Lignin,272.089620733547,-0.0656594197036189,1,1998770.4,3382613.3,3593906.8,4312112,3494343,5345957.5,4605560,5554707.5,2700671.5,3179114,2793999.3,2099770,2777368.3,2430520,4171882.8
271.090215,0,0,0,0,0,0,0,0,,None,272.09749146688,0,0,0,0,0,0,0,0,0,0,0,0,0,1311164.6,0,0,0
271.094315,0,0,0,0,0,0,0,0,,None,272.10159146688,0,0,0,0,0,0,0,0,0,0,0,1435758.1,0,0,0,0,0
271.097654,16,16,4,0,0,0,0,0,CHO,Lignin,272.10493046688,-0.262637210737666,1,0,0,1362359.4,0,1261515.8,1239211.5,1310589.1,1834008.4,0,0,0,0,0,0,0
271.102301,0,0,0,0,0,0,0,0,,None,272.10957746688,0,2,0,0,0,0,0,0,0,0,1378181.8,2378352.8,0,0,0,0,0
271.1034804,9,20,9,0,0,0,0,0,CHO,Other,272.11075686688,-0.0904998400083423,1,0,0,0,0,1295821.5,0,0,0,11887494,24687218,27640854,0,0,1575744,0
271.103632,0,0,0,0,0,0,0,0,,None,272.11090846688,0,0,0,1303643.9,0,0,0,0,0,0,0,0,0,0,0,0,0
271.104677,0,0,0,0,0,0,0,0,,None,272.11195346688,0,0,0,0,0,0,0,0,0,0,0,0,1982998.4,0,0,0,0
271.1081186,0,0,0,0,0,0,0,0,,None,272.11539506688,0,1,1629883.1,0,0,0,0,0,1725312.8,1455132,1316231.5,0,0,0,0,0,1408499.6
271.118762933333,13,20,6,0,0,0,0,0,CHO,Protein,272.126039400213,-0.187507279768425,1,3216574.8,3054944.5,3101373.5,6479934,4751826.5,5437107.5,4980356.5,6285855.5,3169162.8,5324406.5,5477403,2625862.3,2486053.3,3273798,4346999.5
271.1228295,8,21,8,1,1,0,0,0,CHON,Other,272.13010596688,-0.126678302999719,0,0,0,0,0,0,0,0,0,0,2293879.8,2804764,0,0,0,0
271.1264645,0,0,0,0,0,0,0,0,,None,272.13374096688,0,0,1236801.5,0,0,0,0,0,1646983,1403938,1893261.3,0,1669149.3,1228872.9,0,0,0
271.134105,0,0,0,0,0,0,0,0,,None,272.14138146688,0,0,0,0,0,0,0,0,0,1324836.5,0,0,0,0,0,0,0
271.1551728,14,24,5,0,0,0,0,0,CHO,Protein,272.16244926688,-0.27698890953848,1,2459851.3,2351979.5,1750984.4,3285067.8,3001821.8,3110081.5,2732689,4656683.5,4064150.3,6848130.5,4033574.3,2006354.5,2695474,2241620,3159171.8
271.19154,15,28,4,0,0,0,0,0,CHO,Lipid,272.19881646688,-0.209698487104683,1,0,0,0,0,0,0,0,1421623.5,1875105.8,2128526.8,2468401.8,0,0,0,0
271.218292428571,0,0,0,0,0,0,0,0,,None,272.225568895451,0,0,10305761,13368703,2263515,5356644,4164593.5,0,2351270.8,0,0,0,0,0,0,0,11121817
271.2279047,16,32,3,0,0,0,0,0,CHO,Lipid,272.23518116688,-0.133242808212746,1,1780964.3,1563009.5,0,2137447.8,1260788.5,1903837.5,1719978,2138947.5,1352365.1,0,1639997.5,0,0,1705584,0
271.277533,0,0,0,0,0,0,0,0,,None,272.28480946688,0,0,0,0,0,0,0,1243760.4,0,0,0,0,0,0,0,0,0
271.620435,0,0,0,0,0,0,0,0,,None,272.62771146688,0,0,0,0,0,1260542,0,0,0,0,0,0,0,0,0,0,0
271.712784,0,0,0,0,0,0,0,0,,None,272.72006046688,0,0,0,0,0,0,0,0,0,0,0,0,1229527.4,0,0,0,0
271.719895,0,0,0,0,0,0,0,0,,None,272.72717146688,0,0,0,4216343,0,1703972,0,0,0,0,0,0,0,0,0,0,3862340.8
271.720035,0,0,0,0,0,0,0,0,,None,272.72731146688,0,0,3148684.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271.86272,0,0,0,0,0,0,0,0,,None,272.86999646688,0,0,0,0,0,0,0,0,0,0,0,0,1225991.1,0,0,0,0
271.940397,0,0,0,0,0,0,0,0,,None,272.94767346688,0,0,0,0,0,0,0,1393133.9,0,0,0,0,0,0,0,0,0
272.014586,0,0,0,0,0,0,0,0,,None,273.02186246688,0,0,1466097.5,1695600.1,0,1425684.6,0,1765130.1,0,0,0,0,0,0,0,0,0
272.020066,13,7,6,1,0,0,0,0,CHON,ConHC,273.02734246688,-0.0201605449079828,1,0,0,0,1406870.8,0,0,0,0,0,0,0,0,0,0,0
272.02506325,0,0,0,0,0,0,0,0,,None,273.03233971688,0,0,0,0,0,0,0,0,2026685,1530442.5,0,0,0,1208182.6,2212710,0,0
272.025236,0,0,0,0,0,0,0,0,,None,273.03251246688,0,0,0,0,0,0,0,0,0,0,1234855.8,0,0,0,0,1364642.8,0
272.0326725,0,0,0,0,0,0,0,0,,None,273.03994896688,0,1,1777399.8,2006133.6,1498827,2877339.5,1274608.8,3446801,2943423.5,2505037,1483946.1,0,0,0,0,0,1514415.8
272.04319,0,0,0,0,0,0,0,0,,None,273.05046646688,0,0,0,0,0,1633183.5,0,1956373,1537731.3,1555024.5,0,0,0,0,0,1359657.8,0
272.043346,0,0,0,0,0,0,0,0,,None,273.05062246688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1292908.4,0,0
272.045963,0,0,0,0,0,0,0,0,,None,273.05323946688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240756.3
272.0462045,0,0,0,0,0,0,0,0,,None,273.05348096688,0,0,3643900.3,2546297.8,0,0,0,0,0,0,0,0,0,0,0,0,0
